dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,area_name,area_name_en,price_basis,floor_area_sqm,building_age_years,building_age_text,price_psm_toman,price_psm_raw,price_psm_unit_source,flag_amount_ambiguous,notes,source_row
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,صادقیه,Sadeghieh,kilid_estimated_avg,,,,51800000.0,51.8 million,million_toman,False,,19
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,صادقیه,Sadeghieh,kilid_newly_built,,,,64599999.99999999,64.6 million,million_toman,False,,19
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهرک غرب,Shahrak Gharb,kilid_estimated_avg,,,,88200000.0,88.2 million,million_toman,False,,20
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهرک غرب,Shahrak Gharb,kilid_newly_built,,,,103900000.0,103.9 million,million_toman,False,,20
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سعادت آباد,Saadat Abad,kilid_estimated_avg,,,,90800000.0,90.8 million,million_toman,False,,21
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سعادت آباد,Saadat Abad,kilid_newly_built,,,,118100000.0,118.1 million,million_toman,False,,21
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,فرشته,Fereshteh,kilid_estimated_avg,,,,111300000.0,111.3 million,million_toman,False,,22
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,فرشته,Fereshteh,kilid_newly_built,,,,136600000.0,136.6 million,million_toman,False,,22
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,زعفرانیه,Zafaranieh,kilid_estimated_avg,,,,121800000.0,121.8 million,million_toman,False,,23
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,زعفرانیه,Zafaranieh,kilid_newly_built,,,,164900000.0,164.9 million,million_toman,False,,23
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,گیشا,Gisha,kilid_estimated_avg,,,,65500000.0,65.5 million,million_toman,False,,24
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,گیشا,Gisha,kilid_newly_built,,,,89800000.0,89.8 million,million_toman,False,,24
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,بلوار فردوس,Blvd Ferdows,kilid_estimated_avg,,,,52500000.0,52.5 million,million_toman,False,,25
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,بلوار فردوس,Blvd Ferdows,kilid_newly_built,,,,61800000.0,61.8 million,million_toman,False,,25
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهران,Shahran,kilid_estimated_avg,,,,49200000.0,49.2 million,million_toman,False,,26
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهران,Shahran,kilid_newly_built,,,,58200000.0,58.2 million,million_toman,False,,26
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,پونک,Punak,kilid_estimated_avg,,,,57000000.0,57.0 million,million_toman,False,,27
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,پونک,Punak,kilid_newly_built,,,,66700000.0,66.7 million,million_toman,False,,27
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,تهران پارس,Tehran Pars,kilid_estimated_avg,,,,43500000.0,43.5 million,million_toman,False,,28
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,تهران پارس,Tehran Pars,kilid_newly_built,,,,43500000.0,43.5 million,million_toman,False,,28
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سید خندان,Seyed Khandan,kilid_estimated_avg,,,,67200000.0,67.2 million,million_toman,False,,29
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سید خندان,Seyed Khandan,kilid_newly_built,,,,74100000.0,74.1 million,million_toman,False,,29
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شکوفه، صدر عالمی,,asking_price_per_sqm,52,13,13,62500000.0,62 میلیون و 500 هزار,assumed_toman,False,,222
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,دلاران، آزادگان شمالی,,asking_price_per_sqm,123,20,20,70000000.0,70 میلیون,assumed_toman,False,,223
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، شاه‌آبادی,,asking_price_per_sqm,66,13,13,63630000.0,63 میلیون و 630 هزار,assumed_toman,False,,224
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,گلبرگ شرقی، درشت,,asking_price_per_sqm,66,11,11,75750000.0,75 میلیون و 750 هزار,assumed_toman,False,,225
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، دهم فروردین,,asking_price_per_sqm,61,11,11,57150000.0,57 میلیون و 150 هزار,assumed_toman,False,,226
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، بنایی,,asking_price_per_sqm,65,,نوساز (new build),92000000.0,92 میلیون,assumed_toman,False,age_new_build,227
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,وحیدیه، تسلیحات,,asking_price_per_sqm,52,12,12,63450000.0,63 میلیون و 450 هزار,assumed_toman,False,,228
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,نارمک، ۴۶ متری غربی,,asking_price_per_sqm,59,8,8,71200000.0,71 میلیون و 200 هزار,assumed_toman,False,,229
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,نامجو، ایستگاه روشنایی,,asking_price_per_sqm,38,5,5,69740000.0,69 میلیون و 740 هزار,assumed_toman,False,,230
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,۳۰ متری جی، رویایی,,asking_price_per_sqm,64,14,14,55000000.0,55 میلیون,assumed_toman,False,,231
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,هروی، وفامش,,asking_price_per_sqm,185,3,3,130000000.0,130 میلیون,assumed_toman,False,,232
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,بلوار مرزداران، آریا فر,,asking_price_per_sqm,185,,نوساز (new build),170000000.0,170 میلیون,assumed_toman,False,age_new_build,233
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,اشراقی اصفهانی، دستغیب,,asking_price_per_sqm,135,16,16,100000000.0,100 میلیون,assumed_toman,False,,234
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,خواجه نظام، اجاره‌دار,,asking_price_per_sqm,73,26,26,68500000.0,68 میلیون و 500 هزار,assumed_toman,False,,235
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پلیس، ورودی صیاد شمال,,asking_price_per_sqm,82,5,5,100000000.0,100 میلیون,assumed_toman,False,,236
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,ولنجک، ساسان,,asking_price_per_sqm,139,10,10,200000000.0,200 میلیون,assumed_toman,False,,237
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، جعفرنژاد,,asking_price_per_sqm,44,19,19,65000000.0,65 میلیون,assumed_toman,False,,238
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پاسداران، سه‌راه ضرابخانه,,asking_price_per_sqm,86,22,22,87200000.0,87 میلیون و 200 هزار,assumed_toman,False,,239
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، مقداد,,asking_price_per_sqm,89,22,22,78650000.0,78 میلیون و 650 هزار,assumed_toman,False,,240
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,حکیمیه، خرم,,asking_price_per_sqm,108,1,1,105000000.0,105 میلیون,assumed_toman,False,,241
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,هفت تیر، بهار شمالی,,asking_price_per_sqm,60,30,30,86700000.0,86 میلیون و 700 هزار,assumed_toman,False,,242
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، دهم فروردین,,asking_price_per_sqm,65,,نوساز (new build),76150000.0,76 میلیون و 150 هزار,assumed_toman,False,age_new_build,243
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,حکیمیه، مقدس,,asking_price_per_sqm,65,6,6,84600000.0,84 میلیون و 600 هزار,assumed_toman,False,,244
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,اندرزگو، سلیمی,,asking_price_per_sqm,172,,نوساز (new build),170000000.0,170 میلیون,assumed_toman,False,age_new_build,245
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,سهروردی شمالی، بالاتر از مطهری,,asking_price_per_sqm,96,20,20,80000000.0,80 میلیون,assumed_toman,False,,246
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، خشکبارچی,,asking_price_per_sqm,46,6,6,78000000.0,78 میلیون,assumed_toman,False,,247
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شیخ صفی، سرباز,,asking_price_per_sqm,60,20,20,65000000.0,65 میلیون,assumed_toman,False,,248
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,جمالزاده شمالی، نرسیده به نیلوفر,,asking_price_per_sqm,99,17,17,95000000.0,95 میلیون,assumed_toman,False,,249
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شهید عراقی، ملکی نسب,,asking_price_per_sqm,89,17,17,120000000.0,120 میلیون,assumed_toman,False,,250
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,سبلان شمالی، حسنی,,asking_price_per_sqm,106,3,3,69800000.0,69 میلیون و 800 هزار,assumed_toman,False,,251
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,تیرد شمالی، داوودآبادی,,asking_price_per_sqm,36,,نوساز (new build),90270000.0,90 میلیون و 270 هزار,assumed_toman,False,age_new_build,252
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شیخ بهایی، امداد غربی,,asking_price_per_sqm,154,18,18,149350000.0,149 میلیون و 350 هزار,assumed_toman,False,,253
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,ایران، کوی قادری,,asking_price_per_sqm,124,,نوساز (new build),80000000.0,80 میلیون,assumed_toman,False,age_new_build,254
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,تهرانپارس، فلکه سوم,,asking_price_per_sqm,135,2,2,100000000.0,100 میلیون,assumed_toman,False,,255
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,طرشت شمالی، نرسیده به شیخ عباسی,,asking_price_per_sqm,80,,نوساز (new build),100000000.0,100 میلیون,assumed_toman,False,age_new_build,256
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پاسداران، بوستان,,asking_price_per_sqm,105,,نوساز (new build),230000000.0,230 میلیون,assumed_toman,False,age_new_build,257
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,دروس، راستوان,,asking_price_per_sqm,315,1,1,350000000.0,350 میلیون,assumed_toman,False,,258
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,سبلان شمالی، مسیل باختر,,asking_price_per_sqm,72,15,15,68000000.0,68 میلیون,assumed_toman,False,,259
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,بلوار فردوس غرب، شقایق جنوبی,,asking_price_per_sqm,148,4,4,138850000.0,138 میلیون و 850 هزار,assumed_toman,False,,260
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,نارمک، میدان ۶۲,,asking_price_per_sqm,70,9,9,107150000.0,107 میلیون و 150 هزار,assumed_toman,False,,261
