dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,district_raw,area_name,floor_area_sqm,building_age_years,building_age_text,deposit_toman,deposit_toman_min,deposit_toman_max,deposit_raw,rent_toman,rent_toman_min,rent_toman_max,rent_raw,rent_is_free,amenities,flag_amount_ambiguous,notes,source_row
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,سبلان,84,12,12,1000000000.0,,,1000,20000000.0,,,20,False,,False,,53
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,تسلیحات,72,20,20,1000000000.0,,,1000,10000000.0,,,10,False,,False,,54
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,تسلیحات,100,20,20,400000000.0,,,400,25000000.0,,,25,False,,False,,55
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,وحیدیه,75,25,25,800000000.0,,,800,,,,-,False,,False,,56
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,زرکش,75,17,17,350000000.0,,,350,23000000.0,,,23,False,,False,,57
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,نیروی هوایی,86,14,14,400000000.0,,,400,25000000.0,,,25,False,,False,,58
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,نیروی هوایی,90,15,15,500000000.0,,,500,23000000.0,,,23,False,,False,,59
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,نیروی هوایی,76,13,13,1000000000.0,,,1000,,,,-,False,,False,,60
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,پیروزی,70,22,22,800000000.0,,,800,15000000.0,,,15,False,,False,,61
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,پیروزی,90,20,20,2000000000.0,,,2000,,,,-,False,,False,,62
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,امامت,80,21,21,600000000.0,,,600,24000000.0,,,24,False,,False,,63
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,امامت,70,18,18,600000000.0,,,600,15000000.0,,,15,False,,False,,64
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,امامت,90,19,19,700000000.0,,,700,12000000.0,,,12,False,,False,,65
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اسدی,90,25,25,500000000.0,,,500,30000000.0,,,30,False,,False,,66
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اسدی,100,20,20,500000000.0,,,500,16000000.0,,,16,False,,False,,67
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,تهران نو,90,15,15,500000000.0,,,500,39000000.0,,,39,False,,False,,68
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,تهران نو,83,13,13,500000000.0,,,500,26000000.0,,,26,False,,False,,69
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,تهران نو,100,20,20,700000000.0,,,700,30000000.0,,,30,False,,False,,70
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اشراقی,95,17,17,400000000.0,,,400,25000000.0,,,25,False,,False,,71
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اشراقی,85,16,16,800000000.0,,,800,23000000.0,,,23,False,,False,,72
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,دهقان,70,20,20,700000000.0,,,700,15000000.0,,,15,False,,False,,73
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,دهقان,80,17,17,900000000.0,,,900,10000000.0,,,10,False,,False,,74
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,شکوفه,85,20,20,500000000.0,,,500,21000000.0,,,21,False,,False,,75
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,شکوفه,92,20,20,1000000000.0,,,1000,18000000.0,,,18,False,,False,,76
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,شکوفه,93,18,18,700000000.0,,,700,15000000.0,,,15,False,,False,,77
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,چهارصد دستگاه,92,15,15,1600000000.0,,,1600,10000000.0,,,10,False,,False,,78
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,چهارصد دستگاه,78,16,16,1000000000.0,,,1000,11000000.0,,,11,False,,False,,79
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,چهارصد دستگاه,70,18,18,700000000.0,,,700,20000000.0,,,20,False,,False,,80
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,پرستار,70,21,21,1500000000.0,,,1500,,,,-,False,,False,,81
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,پرستار,90,12,12,500000000.0,,,500,45000000.0,,,45,False,,False,,82
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,پرستار,88,11,11,800000000.0,,,800,30000000.0,,,30,False,,False,,83
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,تاکسیرانی,95,18,18,500000000.0,,,500,30000000.0,,,30,False,,False,,84
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,دولاب,100,17,17,1000000000.0,,,1000,17000000.0,,,17,False,,False,,85
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,دولاب,73,23,23,1000000000.0,,,1000,5000000.0,,,5,False,,False,,86
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,آهنگ,70,25,25,700000000.0,,,700,10000000.0,,,10,False,,False,,87
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,آهنگ,90,20,20,1000000000.0,,,1000,20000000.0,,,20,False,,False,,88
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,آهنگ,80,17,17,500000000.0,,,500,25000000.0,,,25,False,,False,,89
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,مینا,85,16,16,1000000000.0,,,1000,15000000.0,,,15,False,,False,,90
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,مینا,95,11,11,1000000000.0,,,1000,30000000.0,,,30,False,,False,,91
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,1,1,تجریش، شریعتی,125,6,6,1000000000.0,,,1000,60000000.0,,,60,False,,False,,103
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,1,1,زعفرانیه، اعجازی,125,7,7,1500000000.0,,,1500,45000000.0,,,45,False,,False,,104
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,1,1,فرمانیه، نوبان,140,10,10,1000000000.0,,,1000,85000000.0,,,85,False,,False,,105
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,1,1,ولنجک، ساسان,130,8,8,1000000000.0,,,1000,70000000.0,,,70,False,,False,,106
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,1,1,ارگ، نوهار,130,6,6,1000000000.0,,,1000,60000000.0,,,60,False,,False,,107
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,سعادت‌آباد، صرافها,100,6,6,1000000000.0,,,1000,40000000.0,,,40,False,,False,,108
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,گیشا,90,9,9,800000000.0,,,800,30000000.0,,,30,False,,False,,109
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,مرزداران شرقی، زاگرس,78,9,9,500000000.0,,,500,55000000.0,,,55,False,,False,,110
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,شهرآرا، بیست و هفتم,75,9,9,550000000.0,,,550,26000000.0,,,26,False,,False,,111
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,دریا نو، زنجان شمالی,85,8,8,500000000.0,,,500,31000000.0,,,31,False,,False,,112
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,اختیاریه، فداییان,100,6,6,800000000.0,,,800,12000000.0,,,12,False,,False,,113
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,دروس، شادلو,127,10,10,1000000000.0,,,1000,60000000.0,,,60,False,,False,,114
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,جردن، یزدان پناه,115,6,6,1000000000.0,,,1000,58000000.0,,,58,False,,False,,115
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,ونک، شیرازی,135,8,8,1000000000.0,,,1000,70000000.0,,,70,False,,False,,116
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,میرداماد، معتمدزاد,112,9,9,1000000000.0,,,1000,42000000.0,,,42,False,,False,,117
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,تهرانپارس غربی، گلشنی,75,6,6,800000000.0,,,800,15000000.0,,,15,False,,False,,118
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,حکیمیه، شایین شمالی,75,8,8,700000000.0,,,700,16000000.0,,,16,False,,False,,119
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,علم و صنعت، فرجام,90,5,5,300000000.0,,,300,23000000.0,,,23,False,,False,,120
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,شمس‌آباد، محمدی,78,9,9,700000000.0,,,700,20000000.0,,,20,False,,False,,121
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,هروی، بوستان هفتم,90,9,9,1000000000.0,,,1000,28000000.0,,,28,False,,False,,122
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,پونک، گلزار یکم,90,10,10,800000000.0,,,800,21000000.0,,,21,False,,False,,123
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,فردوس شرق,70,9,9,400000000.0,,,400,25000000.0,,,25,False,,False,,124
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,جنت‌آباد مرکزی,88,6,6,500000000.0,,,500,30000000.0,,,30,False,,False,,125
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,شهران جنوبی,90,9,9,800000000.0,,,800,15000000.0,,,15,False,,False,,126
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,آپادانا، گل افشان,77,7,7,900000000.0,,,900,11000000.0,,,11,False,,False,,127
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,یوسف‌آباد، اسدآبادی,85,8,8,500000000.0,,,500,45000000.0,,,45,False,,False,,128
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,امیرآباد، بیست و سوم,96,6,6,1200000000.0,,,1200,23000000.0,,,23,False,,False,,129
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,بلوارکشاورز، دائمی,85,6,6,500000000.0,,,500,35000000.0,,,35,False,,False,,130
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,فاطمی، کاج جنوبی,83,9,9,700000000.0,,,700,22000000.0,,,22,False,,False,,131
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,بهجت‌آباد، عبه,90,9,9,800000000.0,,,800,25000000.0,,,25,False,,False,,132
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,شهرداری شمالی، قندی,90,9,9,800000000.0,,,800,30000000.0,,,30,False,,False,,133
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,بهار، طباطبایی,85,10,10,300000000.0,,,300,35000000.0,,,35,False,,False,,134
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,خواجه نظام الملک,76,6,6,500000000.0,,,500,30000000.0,,,30,False,,False,,135
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,پلیس، کلیم کاشانی,86,6,6,400000000.0,,,400,23000000.0,,,23,False,,False,,136
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,ارامنه,75,8,8,300000000.0,,,300,14000000.0,,,14,False,,False,,137
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,هفت حوض، رضوان,83,8,8,1000000000.0,,,1000,15000000.0,,,15,False,,False,,138
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,درشت، حمزه لویی,90,7,7,500000000.0,,,500,25000000.0,,,25,False,,False,,139
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,سبلان، نوروزی فرد,70,10,10,400000000.0,,,400,15000000.0,,,15,False,,False,,140
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,وحیدیه، مهر,70,7,7,500000000.0,,,500,13000000.0,,,13,False,,False,,141
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,کرمان، عشقی,80,9,9,750000000.0,,,750,7000000.0,,,7,False,,False,,142
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,استاد معین، نارنجستان,81,8,8,700000000.0,,,700,16000000.0,,,16,False,,False,,143
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,دکترهوشیار، ۲۱ متری جی,70,10,10,500000000.0,,,500,,6000000.0,15500000.0,6 / 15.5,False,,True,two_values_in_one_cell,144
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,مهرآباد جنوبی,83,8,8,300000000.0,,,300,15000000.0,,,15,False,,False,,145
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,دستغیب، امیر,80,5,5,300000000.0,,,300,14000000.0,,,14,False,,False,,146
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,امامزاده عبدالله، بختیاری,85,9,9,500000000.0,,,500,10000000.0,,,10,False,,False,,147
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,بریانک، خورشیدی,75,8,8,500000000.0,,,500,,5000000.0,10500000.0,5 / 10.5,False,,True,two_values_in_one_cell,148
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,جیحون، کارون,85,9,9,600000000.0,,,600,11000000.0,,,11,False,,False,,149
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,زنجان جنوبی، اسدی,70,10,10,600000000.0,,,600,15000000.0,,,15,False,,False,,150
