dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,district_raw,area_name,floor_area_sqm,building_age_years,building_age_text,deposit_toman,deposit_toman_min,deposit_toman_max,deposit_raw,rent_toman,rent_toman_min,rent_toman_max,rent_raw,rent_is_free,amenities,flag_amount_ambiguous,issue_classes,notes,source_row
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,سبلان,84,12,12,1000000000.0,,,1000,20000000.0,,,20,False,,False,,,53
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,تسلیحات,72,20,20,1000000000.0,,,1000,10000000.0,,,10,False,,False,,,54
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,تسلیحات,100,20,20,400000000.0,,,400,25000000.0,,,25,False,,False,,,55
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,وحیدیه,75,25,25,800000000.0,,,800,,,,-,False,,False,,,56
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,8,8,زرکش,75,17,17,350000000.0,,,350,23000000.0,,,23,False,,False,,,57
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,نیروی هوایی,86,14,14,400000000.0,,,400,25000000.0,,,25,False,,False,,,58
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,نیروی هوایی,90,15,15,500000000.0,,,500,23000000.0,,,23,False,,False,,,59
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,نیروی هوایی,76,13,13,1000000000.0,,,1000,,,,-,False,,False,,,60
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,پیروزی,70,22,22,800000000.0,,,800,15000000.0,,,15,False,,False,,,61
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,پیروزی,90,20,20,2000000000.0,,,2000,,,,-,False,,False,,,62
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,امامت,80,21,21,600000000.0,,,600,24000000.0,,,24,False,,False,,,63
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,امامت,70,18,18,600000000.0,,,600,15000000.0,,,15,False,,False,,,64
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,امامت,90,19,19,700000000.0,,,700,12000000.0,,,12,False,,False,,,65
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اسدی,90,25,25,500000000.0,,,500,30000000.0,,,30,False,,False,,,66
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اسدی,100,20,20,500000000.0,,,500,16000000.0,,,16,False,,False,,,67
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,تهران نو,90,15,15,500000000.0,,,500,39000000.0,,,39,False,,False,,,68
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,تهران نو,83,13,13,500000000.0,,,500,26000000.0,,,26,False,,False,,,69
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,تهران نو,100,20,20,700000000.0,,,700,30000000.0,,,30,False,,False,,,70
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اشراقی,95,17,17,400000000.0,,,400,25000000.0,,,25,False,,False,,,71
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,اشراقی,85,16,16,800000000.0,,,800,23000000.0,,,23,False,,False,,,72
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,دهقان,70,20,20,700000000.0,,,700,15000000.0,,,15,False,,False,,,73
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,13,13,دهقان,80,17,17,900000000.0,,,900,10000000.0,,,10,False,,False,,,74
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,شکوفه,85,20,20,500000000.0,,,500,21000000.0,,,21,False,,False,,,75
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,شکوفه,92,20,20,1000000000.0,,,1000,18000000.0,,,18,False,,False,,,76
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,شکوفه,93,18,18,700000000.0,,,700,15000000.0,,,15,False,,False,,,77
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,چهارصد دستگاه,92,15,15,1600000000.0,,,1600,10000000.0,,,10,False,,False,,,78
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,چهارصد دستگاه,78,16,16,1000000000.0,,,1000,11000000.0,,,11,False,,False,,,79
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,چهارصد دستگاه,70,18,18,700000000.0,,,700,20000000.0,,,20,False,,False,,,80
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,پرستار,70,21,21,1500000000.0,,,1500,,,,-,False,,False,,,81
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,پرستار,90,12,12,500000000.0,,,500,45000000.0,,,45,False,,False,,,82
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,پرستار,88,11,11,800000000.0,,,800,30000000.0,,,30,False,,False,,,83
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,تاکسیرانی,95,18,18,500000000.0,,,500,30000000.0,,,30,False,,False,,,84
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,دولاب,100,17,17,1000000000.0,,,1000,17000000.0,,,17,False,,False,,,85
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,دولاب,73,23,23,1000000000.0,,,1000,5000000.0,,,5,False,,False,,,86
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,آهنگ,70,25,25,700000000.0,,,700,10000000.0,,,10,False,,False,,,87
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,آهنگ,90,20,20,1000000000.0,,,1000,20000000.0,,,20,False,,False,,,88
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,آهنگ,80,17,17,500000000.0,,,500,25000000.0,,,25,False,,False,,,89
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,مینا,85,16,16,1000000000.0,,,1000,15000000.0,,,15,False,,False,,,90
2,"Rental Prices in Districts 8, 13, 14 (Medium Size, 10-25 Years Old)",,image_transcription,User Image (Turn 3),C,unverified_transcription,,,missing,neighbourhood,14,14,مینا,95,11,11,1000000000.0,,,1000,30000000.0,,,30,False,,False,,,91
