dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,area_name,area_name_en,price_basis,floor_area_sqm,building_age_years,building_age_text,price_psm_toman,price_psm_raw,price_psm_unit_source,flag_amount_ambiguous,issue_classes,notes,source_row
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,هروی، وفامش,,asking_price_per_sqm,185,3,3,130000000.0,130 میلیون,assumed_toman,False,,,232
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,بلوار مرزداران، آریا فر,,asking_price_per_sqm,185,,نوساز (new build),170000000.0,170 میلیون,assumed_toman,False,notation,age_new_build,233
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,اشراقی اصفهانی، دستغیب,,asking_price_per_sqm,135,16,16,100000000.0,100 میلیون,assumed_toman,False,,,234
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,خواجه نظام، اجاره‌دار,,asking_price_per_sqm,73,26,26,68500000.0,68 میلیون و 500 هزار,assumed_toman,False,,,235
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پلیس، ورودی صیاد شمال,,asking_price_per_sqm,82,5,5,100000000.0,100 میلیون,assumed_toman,False,,,236
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,ولنجک، ساسان,,asking_price_per_sqm,139,10,10,200000000.0,200 میلیون,assumed_toman,False,,,237
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، جعفرنژاد,,asking_price_per_sqm,44,19,19,65000000.0,65 میلیون,assumed_toman,False,,,238
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پاسداران، سه‌راه ضرابخانه,,asking_price_per_sqm,86,22,22,87200000.0,87 میلیون و 200 هزار,assumed_toman,False,,,239
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، مقداد,,asking_price_per_sqm,89,22,22,78650000.0,78 میلیون و 650 هزار,assumed_toman,False,,,240
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,حکیمیه، خرم,,asking_price_per_sqm,108,1,1,105000000.0,105 میلیون,assumed_toman,False,,,241
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,هفت تیر، بهار شمالی,,asking_price_per_sqm,60,30,30,86700000.0,86 میلیون و 700 هزار,assumed_toman,False,,,242
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، دهم فروردین,,asking_price_per_sqm,65,,نوساز (new build),76150000.0,76 میلیون و 150 هزار,assumed_toman,False,notation,age_new_build,243
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,حکیمیه، مقدس,,asking_price_per_sqm,65,6,6,84600000.0,84 میلیون و 600 هزار,assumed_toman,False,,,244
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,اندرزگو، سلیمی,,asking_price_per_sqm,172,,نوساز (new build),170000000.0,170 میلیون,assumed_toman,False,notation,age_new_build,245
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,سهروردی شمالی، بالاتر از مطهری,,asking_price_per_sqm,96,20,20,80000000.0,80 میلیون,assumed_toman,False,,,246
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پیروزی، خشکبارچی,,asking_price_per_sqm,46,6,6,78000000.0,78 میلیون,assumed_toman,False,,,247
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شیخ صفی، سرباز,,asking_price_per_sqm,60,20,20,65000000.0,65 میلیون,assumed_toman,False,,,248
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,جمالزاده شمالی، نرسیده به نیلوفر,,asking_price_per_sqm,99,17,17,95000000.0,95 میلیون,assumed_toman,False,,,249
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شهید عراقی، ملکی نسب,,asking_price_per_sqm,89,17,17,120000000.0,120 میلیون,assumed_toman,False,,,250
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,سبلان شمالی، حسنی,,asking_price_per_sqm,106,3,3,69800000.0,69 میلیون و 800 هزار,assumed_toman,False,,,251
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,تیرد شمالی، داوودآبادی,,asking_price_per_sqm,36,,نوساز (new build),90270000.0,90 میلیون و 270 هزار,assumed_toman,False,notation,age_new_build,252
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,شیخ بهایی، امداد غربی,,asking_price_per_sqm,154,18,18,149350000.0,149 میلیون و 350 هزار,assumed_toman,False,,,253
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,ایران، کوی قادری,,asking_price_per_sqm,124,,نوساز (new build),80000000.0,80 میلیون,assumed_toman,False,notation,age_new_build,254
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,تهرانپارس، فلکه سوم,,asking_price_per_sqm,135,2,2,100000000.0,100 میلیون,assumed_toman,False,,,255
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,طرشت شمالی، نرسیده به شیخ عباسی,,asking_price_per_sqm,80,,نوساز (new build),100000000.0,100 میلیون,assumed_toman,False,notation,age_new_build,256
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,پاسداران، بوستان,,asking_price_per_sqm,105,,نوساز (new build),230000000.0,230 میلیون,assumed_toman,False,notation,age_new_build,257
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,دروس، راستوان,,asking_price_per_sqm,315,1,1,350000000.0,350 میلیون,assumed_toman,False,,,258
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,سبلان شمالی، مسیل باختر,,asking_price_per_sqm,72,15,15,68000000.0,68 میلیون,assumed_toman,False,,,259
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,بلوار فردوس غرب، شقایق جنوبی,,asking_price_per_sqm,148,4,4,138850000.0,138 میلیون و 850 هزار,assumed_toman,False,,,260
4,Tir 1403 Sales Prices (Residential Apartments),,image_transcription,User Image (Turn 7),C,unverified_transcription,تیر 1403 (Tir 1403),1403-04,explicit,neighbourhood,,نارمک، میدان ۶۲,,asking_price_per_sqm,70,9,9,107150000.0,107 میلیون و 150 هزار,assumed_toman,False,,,261
