dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,district_raw,area_name,floor_area_sqm,building_age_years,building_age_text,deposit_toman,deposit_toman_min,deposit_toman_max,deposit_raw,rent_toman,rent_toman_min,rent_toman_max,rent_raw,rent_is_free,amenities,flag_amount_ambiguous,issue_classes,notes,source_row
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,2,2,اختیاریه، فداییان,100,6,6,800000000.0,,,800,12000000.0,,,12,False,,False,,,113
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,دروس، شادلو,127,10,10,1000000000.0,,,1000,60000000.0,,,60,False,,False,,,114
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,جردن، یزدان پناه,115,6,6,1000000000.0,,,1000,58000000.0,,,58,False,,False,,,115
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,ونک، شیرازی,135,8,8,1000000000.0,,,1000,70000000.0,,,70,False,,False,,,116
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,3,3,میرداماد، معتمدزاد,112,9,9,1000000000.0,,,1000,42000000.0,,,42,False,,False,,,117
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,تهرانپارس غربی، گلشنی,75,6,6,800000000.0,,,800,15000000.0,,,15,False,,False,,,118
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,حکیمیه، شایین شمالی,75,8,8,700000000.0,,,700,16000000.0,,,16,False,,False,,,119
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,علم و صنعت، فرجام,90,5,5,300000000.0,,,300,23000000.0,,,23,False,,False,,,120
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,4,4,شمس‌آباد، محمدی,78,9,9,700000000.0,,,700,20000000.0,,,20,False,,False,,,121
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,هروی، بوستان هفتم,90,9,9,1000000000.0,,,1000,28000000.0,,,28,False,,False,,,122
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,پونک، گلزار یکم,90,10,10,800000000.0,,,800,21000000.0,,,21,False,,False,,,123
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,فردوس شرق,70,9,9,400000000.0,,,400,25000000.0,,,25,False,,False,,,124
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,جنت‌آباد مرکزی,88,6,6,500000000.0,,,500,30000000.0,,,30,False,,False,,,125
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,شهران جنوبی,90,9,9,800000000.0,,,800,15000000.0,,,15,False,,False,,,126
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,آپادانا، گل افشان,77,7,7,900000000.0,,,900,11000000.0,,,11,False,,False,,,127
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,5,5,یوسف‌آباد، اسدآبادی,85,8,8,500000000.0,,,500,45000000.0,,,45,False,,False,,,128
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,امیرآباد، بیست و سوم,96,6,6,1200000000.0,,,1200,23000000.0,,,23,False,,False,,,129
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,بلوارکشاورز، دائمی,85,6,6,500000000.0,,,500,35000000.0,,,35,False,,False,,,130
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,فاطمی، کاج جنوبی,83,9,9,700000000.0,,,700,22000000.0,,,22,False,,False,,,131
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,بهجت‌آباد، عبه,90,9,9,800000000.0,,,800,25000000.0,,,25,False,,False,,,132
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,6,6,شهرداری شمالی، قندی,90,9,9,800000000.0,,,800,30000000.0,,,30,False,,False,,,133
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,بهار، طباطبایی,85,10,10,300000000.0,,,300,35000000.0,,,35,False,,False,,,134
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,خواجه نظام الملک,76,6,6,500000000.0,,,500,30000000.0,,,30,False,,False,,,135
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,پلیس، کلیم کاشانی,86,6,6,400000000.0,,,400,23000000.0,,,23,False,,False,,,136
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,7,7,ارامنه,75,8,8,300000000.0,,,300,14000000.0,,,14,False,,False,,,137
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,هفت حوض، رضوان,83,8,8,1000000000.0,,,1000,15000000.0,,,15,False,,False,,,138
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,درشت، حمزه لویی,90,7,7,500000000.0,,,500,25000000.0,,,25,False,,False,,,139
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,سبلان، نوروزی فرد,70,10,10,400000000.0,,,400,15000000.0,,,15,False,,False,,,140
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,وحیدیه، مهر,70,7,7,500000000.0,,,500,13000000.0,,,13,False,,False,,,141
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,8,8,کرمان، عشقی,80,9,9,750000000.0,,,750,7000000.0,,,7,False,,False,,,142
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,استاد معین، نارنجستان,81,8,8,700000000.0,,,700,16000000.0,,,16,False,,False,,,143
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,دکترهوشیار، ۲۱ متری جی,70,10,10,500000000.0,,,500,,6000000.0,15500000.0,6 / 15.5,False,,True,source_ambiguity,two_values_in_one_cell,144
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,مهرآباد جنوبی,83,8,8,300000000.0,,,300,15000000.0,,,15,False,,False,,,145
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,دستغیب، امیر,80,5,5,300000000.0,,,300,14000000.0,,,14,False,,False,,,146
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,9,9,امامزاده عبدالله، بختیاری,85,9,9,500000000.0,,,500,10000000.0,,,10,False,,False,,,147
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,بریانک، خورشیدی,75,8,8,500000000.0,,,500,,5000000.0,10500000.0,5 / 10.5,False,,True,source_ambiguity,two_values_in_one_cell,148
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,جیحون، کارون,85,9,9,600000000.0,,,600,11000000.0,,,11,False,,False,,,149
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,زنجان جنوبی، اسدی,70,10,10,600000000.0,,,600,15000000.0,,,15,False,,False,,,150
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,سلسبیل شمالی,70,9,9,500000000.0,,,500,15000000.0,,,15,False,,False,,,151
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,10,10,سلیمانی، غفوری,80,8,8,400000000.0,,,400,,4000000.0,12500000.0,4 / 12.5,False,,True,source_ambiguity,two_values_in_one_cell,152
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,منیریه، مطق,90,8,8,1300000000.0,,,1300,0.0,,,0,False,,True,source_ambiguity,zero_rent_as_written,153
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,امیربهادر، برزگر,78,7,7,500000000.0,,,500,17000000.0,,,17,False,,False,,,154
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,گمرک,72,9,9,550000000.0,,,550,3000000.0,,,3,False,,False,,,155
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,امیریه، قزوین,73,8,8,800000000.0,,,800,,,,-,False,,False,,,156
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,11,11,جمالزاده، دیمان,75,5,5,600000000.0,,,600,17500000.0,,,17.5,False,,False,,,157
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,دروازه شمیران,78,9,9,500000000.0,,,500,15000000.0,,,15,False,,False,,,158
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,سنگلج، دولت‌آبادی,90,10,10,500000000.0,,,500,6000000.0,,,6,False,,False,,,159
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,مولوی، موسوی,80,10,10,300000000.0,,,300,12000000.0,,,12,False,,False,,,160
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,12,12,امیر آباد,75,9,9,300000000.0,,,300,15000000.0,,,15,False,,False,,,161
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,نیرو هوایی، پنجم,85,9,9,1000000000.0,,,1000,15000000.0,,,15,False,,False,,,162
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,حافظیه، میدان لوزی,90,9,9,500000000.0,,,500,30000000.0,,,30,False,,False,,,163
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,تهران نو، شورا,85,8,8,1000000000.0,,,1000,10000000.0,,,10,False,,False,,,164
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,امام حسین، مرخ,70,9,9,500000000.0,,,500,10000000.0,,,10,False,,False,,,165
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,13,13,قاسم آباد,76,6,6,800000000.0,,,800,13000000.0,,,13,False,,False,,,166
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,صددستگاه، نبرد,70,7,7,400000000.0,,,400,13000000.0,,,13,False,,False,,,167
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,دولاب، آکرآبادی,75,8,8,550000000.0,,,550,4500000.0,,,4.5,False,,False,,,168
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,شکوفه,82,10,10,900000000.0,,,900,3000000.0,,,3,False,,False,,,169
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,شکیبا، گمنام,90,9,9,500000000.0,,,500,12000000.0,,,12,False,,False,,,170
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,پرستار، مقداد,90,10,10,900000000.0,,,900,12000000.0,,,12,False,,False,,,171
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,14,14,اودر، نصر سوم,72,9,9,400000000.0,,,400,13000000.0,,,13,False,,False,,,172
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,افسریه شمالی، بسیج,79,6,6,300000000.0,,,300,14000000.0,,,14,False,,False,,,173
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,شوش، غمخوار,75,7,7,300000000.0,,,300,6000000.0,,,6,False,,False,,,174
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,کیانشهر، صالحی,70,8,8,500000000.0,,,500,4500000.0,,,4.5,False,,False,,,175
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,15,15,مسعودیه، کاج,75,8,8,250000000.0,,,250,12000000.0,,,12,False,,False,,,176
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,نازی آباد، رضا محمدی,80,7,7,800000000.0,,,800,12000000.0,,,12,False,,False,,,177
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,جوادیه، ۲۰ متری,85,5,5,500000000.0,,,500,6500000.0,,,6.5,False,,False,,,178
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,خزانه، سلامت‌بخش,70,7,7,400000000.0,,,400,6000000.0,,,6,False,,False,,,179
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,علی آباد، سرلک,75,9,9,400000000.0,,,400,8000000.0,,,8,False,,False,,,180
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,16,16,یاخچی آباد، بشارت,85,6,6,500000000.0,,,500,15000000.0,,,15,False,,False,,,181
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,آذری,90,9,9,300000000.0,,,300,12000000.0,,,12,False,,False,,,182
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,وصنفار، رمضانی,75,10,10,300000000.0,,,300,8000000.0,,,8,False,,False,,,183
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,زمزم، تفوی,80,8,8,500000000.0,,,500,9000000.0,,,9,False,,False,,,184
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,سجاد، صفرعلی‌پور,75,10,10,350000000.0,,,350,15000000.0,,,15,False,,False,,,185
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,17,17,بلورسازی، شیخ محمدی,75,10,10,500000000.0,,,500,0.0,,,0,False,,True,source_ambiguity,zero_rent_as_written,186
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,یافت آباد، شمالی,70,8,8,400000000.0,,,400,6000000.0,,,6,False,,False,,,187
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,شهرک ولیعصر، رجایی,80,10,10,250000000.0,,,250,12000000.0,,,12,False,,False,,,188
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,شادآباد، نگارستان,73,9,9,400000000.0,,,400,9000000.0,,,9,False,,False,,,189
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,خلیج فارس، جعفری,80,10,10,300000000.0,,,300,12000000.0,,,12,False,,False,,,190
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,18,18,شهرک فردوس,75,10,10,300000000.0,,,300,12000000.0,,,12,False,,False,,,191
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,خانی آباد نو، رستمی,90,7,7,300000000.0,,,300,15000000.0,,,15,False,,False,,,192
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,نعمت آباد، طالقانی,90,9,9,200000000.0,,,200,9000000.0,,,9,False,,False,,,193
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,عبدل آباد، بدر,85,9,9,300000000.0,,,300,12000000.0,,,12,False,,False,,,194
3,Aban 1404 Rental Prices (22 Districts of Tehran),,image_transcription,"User Images (Turns 4, 5, 6)",C,unverified_transcription,آبان 1404 (Aban 1404),1404-08,explicit,neighbourhood,19,19,شهرک شریعتی,90,6,6,650000000.0,,,650,10000000.0,,,10,False,,False,,,195
